,user-id,user-age,user-gender,user-nationality,user-knowledge,user-loyalty,user-loan,user-income,user-savings,user-properties,user-riskAversion,user-marital,user-dependents,user-pension,product-type,product-risk,product-term,product-yield,transaction-id,year,month,score
846,872,31,0,0,0,2,0,7557,109181,0,0,0,1,698590,0,2,1,2,5892,2019,2,0.1706303500690186
847,872,31,0,0,0,2,0,7557,109181,0,0,0,1,698590,1,2,5,2,5893,2018,3,0.5600777633211099
848,872,31,0,0,0,2,0,7557,109181,0,0,0,1,698590,2,1,10,1,5894,2015,8,0.5197821335733014
849,873,41,1,0,0,0,0,10853,84852,3,1,1,2,1406300,0,0,10,0,5895,2015,5,0.0750390616929119
850,873,41,1,0,0,0,0,10853,84852,3,1,1,2,1406300,2,0,5,0,5896,2019,5,0.54433454963958
851,876,50,0,0,0,0,0,14673,194192,3,1,0,0,1862438,0,0,1,0,5897,2019,1,0.587064589054408
852,876,50,0,0,0,0,0,14673,194192,3,1,0,0,1862438,1,1,5,1,5898,2018,1,0.2629834383057183
853,876,50,0,0,0,0,0,14673,194192,3,1,0,0,1862438,0,2,10,2,5899,2019,9,0.2810716919408432
854,877,54,0,0,0,0,0,16425,137739,1,1,1,0,4054974,0,2,10,2,5900,2015,4,0.7970077399440754
855,878,42,0,0,0,0,0,11194,70301,0,1,0,3,1592136,0,0,30,0,5901,2019,2,0.8113292301631229
856,880,52,0,0,0,0,0,15377,138181,0,1,0,0,5963935,0,2,20,2,5906,2017,1,0.695156573692213
857,880,52,0,0,0,0,0,15377,138181,0,1,0,0,5963935,0,2,20,2,5907,2015,9,0.7388660462994932
858,880,52,0,0,0,0,0,15377,138181,0,1,0,0,5963935,0,0,5,0,5908,2016,7,0.6285489574524528
859,880,52,0,0,0,0,0,15377,138181,0,1,0,0,5963935,0,2,5,2,5909,2019,8,0.6472457382058854
860,880,52,0,0,0,0,0,15377,138181,0,1,0,0,5963935,0,2,1,2,5910,2018,7,0.9970665675434968
861,880,52,0,0,0,0,0,15377,138181,0,1,0,0,5963935,0,2,20,2,5911,2016,6,0.5839400708420496
862,880,52,0,0,0,0,0,15377,138181,0,1,0,0,5963935,1,2,10,2,5912,2018,8,0.5509632338855083
863,882,32,0,0,0,0,0,6910,85262,0,0,0,2,114576,0,1,30,1,5915,2017,7,0.0503314069810274
864,882,32,0,0,0,0,0,6910,85262,0,0,0,2,114576,0,2,20,2,5916,2017,3,0.6931890248453427
865,882,32,0,0,0,0,0,6910,85262,0,0,0,2,114576,0,1,20,1,5917,2017,2,0.5958674375590595
866,882,32,0,0,0,0,0,6910,85262,0,0,0,2,114576,0,2,30,2,5918,2017,12,0.617234581531019
867,882,32,0,0,0,0,0,6910,85262,0,0,0,2,114576,1,1,1,1,5919,2017,6,0.6992934621604069
868,883,34,0,0,0,1,1,7008,68989,3,0,0,0,306475,0,1,20,1,5920,2019,11,0.5602567027878437
869,883,34,0,0,0,1,1,7008,68989,3,0,0,0,306475,0,0,10,0,5921,2018,9,0.7607969808355795
870,885,28,0,0,1,1,0,4662,44755,1,0,1,0,179844,0,0,10,0,5922,2018,8,0.8214648643695684
871,885,28,0,0,1,1,0,4662,44755,1,0,1,0,179844,0,2,30,2,5923,2018,3,0.5942559906387687
872,885,28,0,0,1,1,0,4662,44755,1,0,1,0,179844,0,0,5,0,5924,2018,8,0.8771185582733364
873,886,45,0,0,0,0,0,12373,139810,0,1,0,0,4619664,0,2,1,2,5925,2019,2,0.0
874,886,45,0,0,0,0,0,12373,139810,0,1,0,0,4619664,1,0,1,0,5926,2017,2,0.5969423868750247
875,886,45,0,0,0,0,0,12373,139810,0,1,0,0,4619664,1,1,10,1,5927,2019,1,0.8821913005071478
876,887,41,0,0,1,1,0,9971,58200,4,1,1,0,1016000,0,2,30,2,5928,2017,4,0.0
877,887,41,0,0,1,1,0,9971,58200,4,1,1,0,1016000,1,2,5,2,5929,2018,3,0.7852704373661481
878,888,23,1,0,1,1,1,4679,30848,0,0,1,2,236304,0,0,1,0,5930,2016,11,0.0
879,888,23,1,0,1,1,1,4679,30848,0,0,1,2,236304,0,1,20,1,5931,2018,3,0.7529507002307616
880,888,23,1,0,1,1,1,4679,30848,0,0,1,2,236304,0,2,10,2,5932,2019,2,0.6993167641509619
881,889,34,0,1,1,0,0,8299,69411,2,0,0,2,690573,0,1,10,1,5933,2018,1,0.8434531714845482
882,889,34,0,1,1,0,0,8299,69411,2,0,0,2,690573,1,1,5,1,5934,2019,2,0.6190596910841099
883,889,34,0,1,1,0,0,8299,69411,2,0,0,2,690573,0,2,10,2,5935,2019,3,0.9640387818743624
884,889,34,0,1,1,0,0,8299,69411,2,0,0,2,690573,0,1,1,1,5936,2018,2,0.7290763933158021
885,890,46,0,0,0,0,0,12896,116281,1,1,0,0,4120075,2,0,30,0,5937,2017,11,0.5114737601629188
886,891,48,1,0,2,0,0,13062,129156,0,1,2,0,579231,0,2,30,2,5938,2017,9,0.0
887,891,48,1,0,2,0,0,13062,129156,0,1,2,0,579231,0,0,10,0,5939,2019,9,0.5830379879142173
888,891,48,1,0,2,0,0,13062,129156,0,1,2,0,579231,0,0,20,0,5940,2016,8,0.875417017772962
889,892,45,1,0,0,1,0,12935,126679,0,1,0,0,6619200,2,2,30,2,5941,2018,7,0.355376898178277
890,893,49,0,1,0,0,0,14477,224495,3,1,1,0,7225568,0,2,1,2,5942,2017,11,0.7287464135159438
891,893,49,0,1,0,0,0,14477,224495,3,1,1,0,7225568,0,0,5,0,5943,2019,2,0.7627471030852059
892,893,49,0,1,0,0,0,14477,224495,3,1,1,0,7225568,0,2,5,2,5944,2018,2,0.6670718921942015
893,895,43,0,0,2,0,0,11508,169929,0,1,1,0,5164698,2,0,1,0,5946,2018,12,0.5175430009582861
894,895,43,0,0,2,0,0,11508,169929,0,1,1,0,5164698,1,1,1,1,5947,2018,4,0.8896198996082552
895,895,43,0,0,2,0,0,11508,169929,0,1,1,0,5164698,0,2,5,2,5948,2018,2,0.021859409304566
896,896,55,0,0,0,0,0,16177,163748,0,1,0,0,8707162,0,2,20,2,5949,2019,3,0.099948714010159
897,896,55,0,0,0,0,0,16177,163748,0,1,0,0,8707162,2,2,20,2,5950,2019,6,0.8739882798374218
898,896,55,0,0,0,0,0,16177,163748,0,1,0,0,8707162,1,2,20,2,5951,2017,8,0.1698432982528742
899,896,55,0,0,0,0,0,16177,163748,0,1,0,0,8707162,0,2,20,2,5952,2018,9,0.583251803780724
900,896,55,0,0,0,0,0,16177,163748,0,1,0,0,8707162,0,0,1,0,5953,2018,8,0.6312745795174388
901,897,55,0,0,0,0,0,16996,157184,3,1,1,0,12978752,0,1,10,1,5954,2018,9,0.529433425549375
902,897,55,0,0,0,0,0,16996,157184,3,1,1,0,12978752,0,1,30,1,5955,2018,2,0.620321253771163
903,897,55,0,0,0,0,0,16996,157184,3,1,1,0,12978752,0,2,20,2,5956,2015,2,0.2218147777708733
904,897,55,0,0,0,0,0,16996,157184,3,1,1,0,12978752,0,0,1,0,5957,2017,7,0.668975121599907
905,898,45,0,1,0,0,0,13117,105315,4,1,2,0,2172960,0,2,30,2,5958,2016,9,0.6695650076897703
906,899,35,0,1,0,0,0,8718,50056,1,0,0,2,1757000,2,2,1,2,5959,2019,10,0.0
907,899,35,0,1,0,0,0,8718,50056,1,0,0,2,1757000,0,0,30,0,5960,2016,8,0.886009813071508
908,899,35,0,1,0,0,0,8718,50056,1,0,0,2,1757000,1,2,10,2,5961,2017,8,0.8010297399472366
909,900,47,1,0,0,1,0,13620,164831,0,1,0,0,6594484,0,0,10,0,5962,2017,11,0.0
910,900,47,1,0,0,1,0,13620,164831,0,1,0,0,6594484,1,0,5,0,5963,2018,4,0.7840760079570099
911,901,41,1,1,0,0,1,11532,131798,0,1,0,0,2104320,0,0,30,0,5964,2016,9,0.5153850814465681
912,901,41,1,1,0,0,1,11532,131798,0,1,0,0,2104320,0,2,5,2,5965,2018,2,0.6030688516449971
913,901,41,1,1,0,0,1,11532,131798,0,1,0,0,2104320,1,1,30,1,5966,2018,3,0.9815623838869668
914,901,41,1,1,0,0,1,11532,131798,0,1,0,0,2104320,0,0,30,0,5967,2015,4,0.1523460901470727
915,901,41,1,1,0,0,1,11532,131798,0,1,0,0,2104320,1,0,1,0,5968,2019,10,0.5257650218066956
916,902,30,0,1,0,0,0,7065,78238,0,0,1,3,735174,0,2,1,2,5969,2017,9,1.0
917,904,35,0,1,2,0,1,8555,109802,0,0,0,2,256746,2,0,1,0,5970,2019,9,0.923544461478311
918,904,35,0,1,2,0,1,8555,109802,0,0,0,2,256746,1,0,30,0,5971,2016,9,0.1421032094094692
919,905,24,0,0,0,0,0,3728,34496,0,0,1,3,190734,0,0,10,0,5972,2017,7,0.0
920,905,24,0,0,0,0,0,3728,34496,0,0,1,3,190734,0,0,30,0,5973,2017,11,0.5086784869092569
921,905,24,0,0,0,0,0,3728,34496,0,0,1,3,190734,2,0,1,0,5974,2016,8,0.1860316737620623
922,905,24,0,0,0,0,0,3728,34496,0,0,1,3,190734,0,2,1,2,5975,2018,12,0.8561090356667334
923,906,37,0,0,1,1,0,9444,102801,1,0,0,0,2675568,1,2,20,2,5976,2017,5,0.6942369381003053
924,906,37,0,0,1,1,0,9444,102801,1,0,0,0,2675568,1,1,20,1,5977,2016,3,0.7293963975686691
925,906,37,0,0,1,1,0,9444,102801,1,0,0,0,2675568,0,1,5,1,5978,2017,2,0.1911191750194996
926,906,37,0,0,1,1,0,9444,102801,1,0,0,0,2675568,2,0,1,0,5979,2018,2,1.0
927,907,32,0,0,0,0,0,6979,96726,3,0,0,0,647196,2,2,20,2,5980,2015,3,0.5337235356338123
928,907,32,0,0,0,0,0,6979,96726,3,0,0,0,647196,0,2,10,2,5981,2017,8,0.8955354864779004
929,907,32,0,0,0,0,0,6979,96726,3,0,0,0,647196,0,0,5,0,5982,2017,8,0.5190371514097607
930,909,43,0,1,2,0,1,11817,185188,0,1,2,3,3698970,2,1,10,1,5986,2017,1,0.8368494077876995
931,909,43,0,1,2,0,1,11817,185188,0,1,2,3,3698970,0,2,10,2,5987,2018,2,0.2109987758637408
932,909,43,0,1,2,0,1,11817,185188,0,1,2,3,3698970,0,1,20,1,5988,2018,7,0.5755731407781293
933,910,35,1,0,0,0,1,8936,43452,0,0,0,0,2080652,0,0,30,0,5989,2017,8,0.5430332060391668
934,910,35,1,0,0,0,1,8936,43452,0,0,0,0,2080652,1,2,1,2,5990,2016,2,0.8858382713056929
935,910,35,1,0,0,0,1,8936,43452,0,0,0,0,2080652,0,2,10,2,5991,2019,2,0.753021394986053
936,910,35,1,0,0,0,1,8936,43452,0,0,0,0,2080652,0,2,1,2,5992,2016,2,0.5610217992928526
937,910,35,1,0,0,0,1,8936,43452,0,0,0,0,2080652,1,1,30,1,5993,2017,2,0.6180589036355455
938,911,52,1,0,0,0,0,14725,159240,4,1,1,0,2713213,0,0,5,0,5994,2017,10,0.0
939,911,52,1,0,0,0,0,14725,159240,4,1,1,0,2713213,0,1,1,1,5995,2017,3,0.530075172634863
940,911,52,1,0,0,0,0,14725,159240,4,1,1,0,2713213,0,2,5,2,5996,2019,3,0.1177250451717332
941,912,37,1,1,0,1,0,9502,80518,3,0,0,1,2744336,0,1,30,1,5997,2019,10,0.0
942,912,37,1,1,0,1,0,9502,80518,3,0,0,1,2744336,2,2,1,2,5998,2017,2,0.975554167899212
943,912,37,1,1,0,1,0,9502,80518,3,0,0,1,2744336,1,1,30,1,5999,2016,9,0.570054408082334
944,912,37,1,1,0,1,0,9502,80518,3,0,0,1,2744336,0,2,1,2,6000,2018,11,0.0983172423585708
945,913,51,1,0,0,0,0,14643,116467,0,1,2,0,1726320,0,2,30,2,6001,2019,8,0.0579396654500927
946,914,35,1,0,0,0,0,9064,59141,0,0,0,3,2840390,0,0,10,0,6002,2017,8,0.0544525347705684
947,914,35,1,0,0,0,0,9064,59141,0,0,0,3,2840390,1,2,5,2,6003,2018,9,0.6283180673319967
948,914,35,1,0,0,0,0,9064,59141,0,0,0,3,2840390,0,2,30,2,6004,2019,3,0.1804489292347855
949,914,35,1,0,0,0,0,9064,59141,0,0,0,3,2840390,1,0,1,0,6005,2016,3,0.9549255726362036
950,914,35,1,0,0,0,0,9064,59141,0,0,0,3,2840390,2,0,5,0,6006,2019,2,0.2595237475620848
951,914,35,1,0,0,0,0,9064,59141,0,0,0,3,2840390,0,2,20,2,6007,2015,3,0.2338605557705053
952,916,36,0,0,0,1,1,8867,96018,0,0,2,1,1680540,0,2,30,2,6008,2017,3,0.5759668529191305
953,916,36,0,0,0,1,1,8867,96018,0,0,2,1,1680540,1,0,30,0,6009,2018,1,0.9309906010943144
954,916,36,0,0,0,1,1,8867,96018,0,0,2,1,1680540,0,1,30,1,6010,2019,7,0.9594222092657892
955,916,36,0,0,0,1,1,8867,96018,0,0,2,1,1680540,0,2,20,2,6011,2018,7,0.6281880724140187
956,916,36,0,0,0,1,1,8867,96018,0,0,2,1,1680540,2,1,20,1,6012,2017,9,0.5362408209431837
957,916,36,0,0,0,1,1,8867,96018,0,0,2,1,1680540,0,2,1,2,6013,2018,11,0.5193068073999433
958,917,30,1,0,0,1,0,7113,62655,0,0,0,0,542007,0,2,5,2,6014,2016,6,0.7140166441884218
959,917,30,1,0,0,1,0,7113,62655,0,0,0,0,542007,0,1,1,1,6015,2019,10,0.7514347099871727
960,920,33,0,0,0,0,0,7239,42881,3,0,0,6,406500,1,2,1,2,6020,2018,9,1.0
961,920,33,0,0,0,0,0,7239,42881,3,0,0,6,406500,0,2,5,2,6021,2016,2,0.7749810223911381
962,920,33,0,0,0,0,0,7239,42881,3,0,0,6,406500,0,2,30,2,6022,2017,2,0.5804685163033056
963,920,33,0,0,0,0,0,7239,42881,3,0,0,6,406500,0,0,10,0,6023,2016,6,0.6431741022936375
964,920,33,0,0,0,0,0,7239,42881,3,0,0,6,406500,2,0,20,0,6024,2015,2,0.6793728739533986
965,921,35,0,0,0,2,0,8575,89522,0,0,0,0,1183910,2,1,20,1,6025,2016,7,0.5933274880030003
966,921,35,0,0,0,2,0,8575,89522,0,0,0,0,1183910,0,0,5,0,6026,2017,8,0.165788262482109
967,921,35,0,0,0,2,0,8575,89522,0,0,0,0,1183910,0,0,30,0,6027,2017,8,0.6041415852543324
968,921,35,0,0,0,2,0,8575,89522,0,0,0,0,1183910,2,2,10,2,6028,2018,6,0.2801195351488493
969,922,49,1,1,0,1,1,14906,202156,1,1,2,0,4259836,0,2,20,2,6029,2018,9,0.6739438132237174
970,924,53,0,0,0,0,0,15338,27027,0,1,0,0,716544,1,0,10,0,6030,2019,4,0.0135598706605217
971,924,53,0,0,0,0,0,15338,27027,0,1,0,0,716544,2,0,10,0,6031,2019,2,0.55553600857692
972,924,53,0,0,0,0,0,15338,27027,0,1,0,0,716544,0,0,5,0,6032,2017,3,0.7197460869180662
973,925,27,0,0,0,2,1,4804,29270,1,0,1,3,219000,1,2,30,2,6033,2019,2,0.5849592026624607
974,926,27,0,0,1,1,0,5259,85642,2,0,1,0,49128,1,0,5,0,6034,2019,8,0.7904530727473134
975,926,27,0,0,1,1,0,5259,85642,2,0,1,0,49128,2,2,10,2,6035,2019,9,0.6810308041160493
976,926,27,0,0,1,1,0,5259,85642,2,0,1,0,49128,1,2,1,2,6036,2017,6,0.7359672245142747
977,926,27,0,0,1,1,0,5259,85642,2,0,1,0,49128,1,0,30,0,6037,2017,9,0.2056115741502749
978,926,27,0,0,1,1,0,5259,85642,2,0,1,0,49128,0,0,30,0,6038,2018,1,0.2966249126302423
979,926,27,0,0,1,1,0,5259,85642,2,0,1,0,49128,2,2,10,2,6039,2017,3,0.5886853316929251
980,926,27,0,0,1,1,0,5259,85642,2,0,1,0,49128,0,0,10,0,6040,2018,4,0.5221289209564758
981,926,27,0,0,1,1,0,5259,85642,2,0,1,0,49128,2,2,20,2,6041,2018,3,0.1616157327070326
982,927,42,0,0,0,0,1,11341,112341,3,1,1,0,3169677,0,1,1,1,6042,2017,8,0.7636260849591109
983,927,42,0,0,0,0,1,11341,112341,3,1,1,0,3169677,1,2,5,2,6043,2018,10,0.2862435640622895
984,928,60,0,0,1,1,0,18397,168426,0,1,0,0,9555234,1,1,10,1,6044,2018,3,0.7999767267758948
985,928,60,0,0,1,1,0,18397,168426,0,1,0,0,9555234,0,2,30,2,6045,2018,3,0.2891335464765281
986,929,47,0,1,0,2,0,13125,158106,2,1,0,3,689338,1,2,10,2,6046,2017,9,0.6117981479258348
987,929,47,0,1,0,2,0,13125,158106,2,1,0,3,689338,0,2,30,2,6047,2018,12,0.5370553428865552
988,930,49,0,0,1,0,0,13541,183534,0,1,0,0,5210016,1,2,20,2,6048,2018,7,0.9012612907493478
989,930,49,0,0,1,0,0,13541,183534,0,1,0,0,5210016,0,1,5,1,6049,2019,9,0.7837522476362755
990,930,49,0,0,1,0,0,13541,183534,0,1,0,0,5210016,0,1,30,1,6050,2015,2,0.849906402776229
991,930,49,0,0,1,0,0,13541,183534,0,1,0,0,5210016,0,2,30,2,6051,2019,8,0.6170713417847838
992,930,49,0,0,1,0,0,13541,183534,0,1,0,0,5210016,0,2,20,2,6052,2017,12,0.7567920770303631
993,930,49,0,0,1,0,0,13541,183534,0,1,0,0,5210016,0,2,20,2,6053,2015,2,1.0
994,931,48,1,1,0,0,0,13875,167740,0,1,0,0,3332232,2,2,10,2,6054,2018,3,0.541934874353873
995,931,48,1,1,0,0,0,13875,167740,0,1,0,0,3332232,1,1,10,1,6055,2016,10,0.234167944115579
996,932,46,0,0,0,1,0,14044,178480,3,1,0,0,1748525,0,2,1,2,6056,2019,8,0.5106338048445561
997,932,46,0,0,0,1,0,14044,178480,3,1,0,0,1748525,0,0,1,0,6057,2016,9,0.5756575919563401
998,932,46,0,0,0,1,0,14044,178480,3,1,0,0,1748525,0,2,10,2,6058,2016,1,0.8031259673251432
999,932,46,0,0,0,1,0,14044,178480,3,1,0,0,1748525,0,2,20,2,6059,2019,2,0.5681920075819087
1000,932,46,0,0,0,1,0,14044,178480,3,1,0,0,1748525,1,1,1,1,6060,2018,12,0.8473706302707076
1001,932,46,0,0,0,1,0,14044,178480,3,1,0,0,1748525,0,2,10,2,6061,2017,8,0.2202400270262312
1002,932,46,0,0,0,1,0,14044,178480,3,1,0,0,1748525,0,2,1,2,6062,2016,3,0.5545314732937376
1003,933,47,1,1,1,0,0,13476,175267,1,1,0,2,2538172,0,0,5,0,6063,2017,7,0.0
1004,933,47,1,1,1,0,0,13476,175267,1,1,0,2,2538172,0,1,1,1,6064,2015,2,0.744291813976287
1005,933,47,1,1,1,0,0,13476,175267,1,1,0,2,2538172,0,0,10,0,6065,2017,8,0.2917483096136673
1006,933,47,1,1,1,0,0,13476,175267,1,1,0,2,2538172,2,2,20,2,6066,2016,3,0.528592026139537
1007,933,47,1,1,1,0,0,13476,175267,1,1,0,2,2538172,0,0,20,0,6067,2019,10,0.1772089292427608
1008,935,42,1,1,0,0,0,11070,115193,4,1,0,2,1226715,2,0,1,0,6068,2018,6,0.7858963249699095
1009,935,42,1,1,0,0,0,11070,115193,4,1,0,2,1226715,2,1,10,1,6069,2017,9,0.6892111244343343
1010,935,42,1,1,0,0,0,11070,115193,4,1,0,2,1226715,0,2,5,2,6070,2018,10,0.2282189303841167
1011,935,42,1,1,0,0,0,11070,115193,4,1,0,2,1226715,0,1,20,1,6071,2019,9,0.5261099536480127
1012,936,46,1,0,0,0,0,12907,105993,3,1,0,0,1007275,0,2,5,2,6072,2019,8,0.011594428116232
1013,936,46,1,0,0,0,0,12907,105993,3,1,0,0,1007275,0,2,1,2,6073,2018,3,0.7882474911999545
1014,937,43,0,1,1,0,0,11437,64036,2,1,0,0,4737810,0,0,1,0,6074,2018,3,0.5817836180134517
1015,937,43,0,1,1,0,0,11437,64036,2,1,0,0,4737810,0,0,1,0,6075,2016,3,0.8588033072532788
1016,937,43,0,1,1,0,0,11437,64036,2,1,0,0,4737810,0,0,10,0,6076,2016,9,0.161003438809155
1017,937,43,0,1,1,0,0,11437,64036,2,1,0,0,4737810,0,0,1,0,6077,2018,2,1.0
1018,937,43,0,1,1,0,0,11437,64036,2,1,0,0,4737810,0,2,20,2,6078,2018,6,0.8481819343238245
1019,938,41,0,0,0,0,1,11771,33992,3,1,0,0,2569220,1,1,5,1,6079,2017,9,0.6876656630413512
1020,939,30,1,0,0,2,0,6776,61778,1,0,1,0,792,2,0,1,0,6080,2017,9,0.1203937709782704
1021,939,30,1,0,0,2,0,6776,61778,1,0,1,0,792,1,1,1,1,6081,2016,9,0.0
1022,940,45,1,0,0,0,0,11948,125265,1,1,0,2,341496,0,0,1,0,6082,2016,7,0.7104941228957172
1023,940,45,1,0,0,0,0,11948,125265,1,1,0,2,341496,1,2,20,2,6083,2019,6,0.5348538011061279
1024,941,51,0,0,0,1,0,15077,164638,0,1,0,0,2872410,2,1,5,1,6084,2019,1,0.5678085137337691
1025,941,51,0,0,0,1,0,15077,164638,0,1,0,0,2872410,0,0,1,0,6085,2017,3,0.280152274582323
1026,941,51,0,0,0,1,0,15077,164638,0,1,0,0,2872410,0,1,1,1,6086,2017,2,0.5889250486555261
1027,942,33,1,0,1,1,0,7882,96065,2,0,1,0,1152600,0,1,20,1,6087,2016,2,0.0
1028,942,33,1,0,1,1,0,7882,96065,2,0,1,0,1152600,1,2,10,2,6088,2019,4,0.5611237848971882
1029,942,33,1,0,1,1,0,7882,96065,2,0,1,0,1152600,1,0,10,0,6089,2019,7,0.9573232640519332
1030,943,27,0,0,1,0,0,5076,27523,0,0,1,0,297330,1,2,10,2,6090,2018,3,0.7098263897626574
1031,943,27,0,0,1,0,0,5076,27523,0,0,1,0,297330,0,0,30,0,6091,2019,4,0.8928546297727233
1032,943,27,0,0,1,0,0,5076,27523,0,0,1,0,297330,0,1,10,1,6092,2017,10,0.6229387749051875
1033,943,27,0,0,1,0,0,5076,27523,0,0,1,0,297330,0,2,10,2,6093,2018,2,0.6189490913173195
1034,943,27,0,0,1,0,0,5076,27523,0,0,1,0,297330,2,1,30,1,6094,2017,6,0.6069823692986965
1035,945,47,0,0,1,0,1,13792,179137,0,1,0,0,940472,0,0,30,0,6095,2017,9,0.0501831815277264
1036,945,47,0,0,1,0,1,13792,179137,0,1,0,0,940472,0,2,1,2,6096,2018,6,0.7494288311245475
1037,945,47,0,0,1,0,1,13792,179137,0,1,0,0,940472,0,2,10,2,6097,2016,10,0.6662620382424576
1038,945,47,0,0,1,0,1,13792,179137,0,1,0,0,940472,2,0,30,0,6098,2016,7,0.5830078308779097
1039,945,47,0,0,1,0,1,13792,179137,0,1,0,0,940472,0,1,30,1,6099,2017,4,0.2995918615904031
1040,945,47,0,0,1,0,1,13792,179137,0,1,0,0,940472,1,2,20,2,6100,2018,10,1.0
1041,946,46,1,1,1,1,0,13802,86602,1,1,0,0,2995000,0,0,10,0,6101,2017,8,0.7612758143462358
1042,946,46,1,1,1,1,0,13802,86602,1,1,0,0,2995000,0,0,20,0,6102,2017,2,0.1659974124982974
1043,946,46,1,1,1,1,0,13802,86602,1,1,0,0,2995000,0,0,30,0,6103,2018,2,0.2143653006793621
1044,947,49,0,1,0,2,1,14617,194523,4,1,0,4,917168,0,2,5,2,6104,2018,9,0.6514400339923149
1045,947,49,0,1,0,2,1,14617,194523,4,1,0,4,917168,2,1,5,1,6105,2018,8,0.745774106292536
1046,949,51,0,1,0,0,0,15144,71488,0,1,0,0,6414990,0,0,20,0,6106,2018,9,0.0
1047,951,41,1,0,0,0,0,11795,181806,3,1,0,0,1618180,1,1,30,1,6107,2016,5,0.8139682843552016
1048,951,41,1,0,0,0,0,11795,181806,3,1,0,0,1618180,1,0,30,0,6108,2019,7,0.2294844722788989
1049,953,46,0,0,0,0,0,12932,68277,3,1,1,0,4403700,0,0,1,0,6112,2017,10,0.8403500116152394
1050,953,46,0,0,0,0,0,12932,68277,3,1,1,0,4403700,0,0,10,0,6113,2017,3,0.5684693714671746
1051,953,46,0,0,0,0,0,12932,68277,3,1,1,0,4403700,0,1,30,1,6114,2018,8,0.5006316304295426
1052,953,46,0,0,0,0,0,12932,68277,3,1,1,0,4403700,1,1,10,1,6115,2019,10,1.0
1053,953,46,0,0,0,0,0,12932,68277,3,1,1,0,4403700,0,2,5,2,6116,2016,6,0.2513689698971756
1054,954,35,1,0,0,0,0,8448,101719,1,0,1,4,1734180,0,2,5,2,6117,2018,4,0.0926030459892237
1055,954,35,1,0,0,0,0,8448,101719,1,0,1,4,1734180,2,2,30,2,6118,2017,8,0.2863198986138136
1056,954,35,1,0,0,0,0,8448,101719,1,0,1,4,1734180,1,2,30,2,6119,2017,5,0.2953303838321708
1057,955,58,1,0,0,0,1,18138,220099,3,1,1,0,10629508,0,0,5,0,6120,2018,6,0.6644775127985987
1058,955,58,1,0,0,0,1,18138,220099,3,1,1,0,10629508,1,0,30,0,6121,2016,10,0.6596926449025111
1059,955,58,1,0,0,0,1,18138,220099,3,1,1,0,10629508,0,2,10,2,6122,2016,1,0.5609558386012801
1060,955,58,1,0,0,0,1,18138,220099,3,1,1,0,10629508,1,2,20,2,6123,2017,2,0.770654667722648
1061,956,33,1,0,2,1,0,7283,82448,0,0,0,0,1056276,2,2,1,2,6124,2019,8,0.6611863729577762
1062,956,33,1,0,2,1,0,7283,82448,0,0,0,0,1056276,0,0,30,0,6125,2017,8,0.7307854119740821
1063,956,33,1,0,2,1,0,7283,82448,0,0,0,0,1056276,1,2,1,2,6126,2018,2,0.0944850355684473
1064,956,33,1,0,2,1,0,7283,82448,0,0,0,0,1056276,0,2,1,2,6127,2017,8,0.5738249417580775
1065,956,33,1,0,2,1,0,7283,82448,0,0,0,0,1056276,0,2,10,2,6128,2018,2,0.5852469235044115
1066,958,37,1,0,0,2,0,9534,117710,2,0,2,0,2033632,0,0,10,0,6129,2017,2,0.1252277616101078
1067,958,37,1,0,0,2,0,9534,117710,2,0,2,0,2033632,0,2,20,2,6130,2017,9,0.5869507678104084
1068,958,37,1,0,0,2,0,9534,117710,2,0,2,0,2033632,0,1,1,1,6131,2018,9,0.8002266497695418
1069,959,45,1,1,0,1,0,13409,133787,1,1,1,0,250488,0,0,20,0,6132,2019,11,0.5521702635294234
1070,960,33,1,0,1,0,0,8359,88722,1,0,1,0,407340,0,1,5,1,6133,2019,9,0.0802867777657341
1071,961,38,1,0,0,0,0,9738,86731,0,0,0,1,2969662,2,2,20,2,6134,2018,4,0.6629925276902272
1072,961,38,1,0,0,0,0,9738,86731,0,0,0,1,2969662,1,1,1,1,6135,2019,3,0.2077302446452072
1073,962,42,0,0,1,0,0,11136,111046,6,1,2,0,2824164,2,0,10,0,6136,2017,3,1.0
1074,964,52,1,1,0,0,0,15501,240398,3,1,1,0,3575788,2,2,1,2,6137,2019,8,0.5472716077583899
1075,964,52,1,1,0,0,0,15501,240398,3,1,1,0,3575788,2,2,10,2,6138,2019,9,0.8779110266778121
1076,965,35,1,1,2,0,1,8552,51562,3,0,0,0,1246182,2,2,1,2,6139,2018,8,0.0228897005956613
1077,965,35,1,1,2,0,1,8552,51562,3,0,0,0,1246182,0,1,30,1,6140,2017,2,0.2665098077471799
1078,965,35,1,1,2,0,1,8552,51562,3,0,0,0,1246182,2,2,20,2,6141,2018,7,0.5552678195281235
1079,966,35,0,0,0,1,1,9395,112958,0,0,0,3,138152,0,2,10,2,6142,2018,7,0.6777752410319027
1080,967,32,1,0,0,0,0,7714,61623,0,0,1,3,2335443,1,0,1,0,6143,2019,10,0.5034576787945343
1081,967,32,1,0,0,0,0,7714,61623,0,0,1,3,2335443,1,0,10,0,6144,2017,3,0.8561573533750486
1082,967,32,1,0,0,0,0,7714,61623,0,0,1,3,2335443,0,2,10,2,6145,2015,3,0.5806237177622557
